,Course ID,Subject,Catalog,Long Title,Component Code,Description,University
7391,29910,RELI,392,WOMEN IN JEWISH HISTORY:MODERN,LEC,,ex:Concordia_University
7393,29911,RELI,393,Women in Israel,LEC,,ex:Concordia_University
7394,29916,RELI,394,History of Satan: Evil Personified in Judaism and Christianity,LEC,,ex:Concordia_University
7395,29920,RELI,395,SEL.TOP-ANCIENT JUDAISM,LEC,,ex:Concordia_University
7396,29921,RELI,396,Food and Religion,LEC,,ex:Concordia_University
7397,29923,RELI,397,SPEC. TOP. IN MODERN JUDAISM,LEC,,ex:Concordia_University
7398,29957,RELI,401,STUDIES IN HEBREW TEXTS,LEC,,ex:Concordia_University
7399,29963,RELI,406,FEMINIST HERMENEUTICS AND SCRIPTURE,LEC,,ex:Concordia_University
7400,29970,RELI,409,Methodology and the Study of Religion,LEC,,ex:Concordia_University
7402,29977,RELI,416,STUDIES MUSLIM CIVILIZATIONS,LEC,,ex:Concordia_University
7403,29990,RELI,493,RELIGIOUS INSTITUTIONS,LEC,,ex:Concordia_University
7404,29993,RELI,495,RELIGIOUS THINKERS,LEC,,ex:Concordia_University
7405,29996,RELI,496,INDEPENDENT STUDIES IN RELIGION,LEC,,ex:Concordia_University
7408,30021,RELI,497,TOPICS IN JEWISH HISTORY,LEC,,ex:Concordia_University
7410,30051,RELI,600,MASTER'S THESIS,LEC,,ex:Concordia_University
7411,30058,RELI,602,MASTER'S THESIS,LEC,,ex:Concordia_University
7417,30079,RELI,613,Modern Islamic Thought and Institutions,LEC,,ex:Concordia_University
7420,30113,RELI,615,MDRN HINDU THGHT & INSTIT'NS,LEC,,ex:Concordia_University
7421,30120,RELI,616,TOPICS IN WORLD RELIGIONS,LEC,,ex:Concordia_University
7422,30142,RELI,617,MOD BUDDH THGHT/INSTITUTIONS,LEC,,ex:Concordia_University
7423,30144,RELI,618,STUDIES IN WORLD RELIGIONS,LEC,,ex:Concordia_University
7424,30147,RELI,619,RDGS IN WORLD RELIGIONS,LEC,,ex:Concordia_University
7425,30179,RELI,621,TOPICS/RELI & PHIL THOUGHT,LEC,,ex:Concordia_University
7426,30181,RELI,623,SEL RDGS/CONTEMP RELIG THGHT,LEC,,ex:Concordia_University
7428,30189,RELI,626,RELIGIOUS LANGUAGE,LEC,,ex:Concordia_University
7429,30192,RELI,627,MYSTICISM,LEC,,ex:Concordia_University
7431,30198,RELI,629,Religious & Philo.Thgt,LEC,,ex:Concordia_University
7436,30245,RELI,633,COMPARATIVE ETHICS II,LEC,,ex:Concordia_University
7438,30252,RELI,637,Christianity and Society: Ancient and Medieval Periods,LEC,,ex:Concordia_University
7439,30263,RELI,638,TOPICS IN RELIGION & SOCIETY,LEC,,ex:Concordia_University
7442,30292,RELI,641,History of Christian Thought,LEC,,ex:Concordia_University
7443,30309,RELI,643,CONTEMP.CATHOLIC THOUGHT,LEC,,ex:Concordia_University
7444,30312,RELI,644,PROTESTANISM,LEC,,ex:Concordia_University
7445,30315,RELI,646,CHRISTIAN THOUGHT,LEC,,ex:Concordia_University
7448,30337,RELI,655,MASTER'S THESIS PROPOSAL,LEC,,ex:Concordia_University
7449,30338,RELI,659,ANCIENT NEAR EASTERN STUDIES,LEC,,ex:Concordia_University
7450,30342,RELI,662,TOPICS IN RABBINIC JUDAISM,LEC,,ex:Concordia_University
7451,30345,RELI,664,TOPICS IN RABBINIC JUDAISM,LEC,,ex:Concordia_University
7452,30346,RELI,665,Topics RabbinicJudaism,LEC,,ex:Concordia_University
7454,30350,RELI,669,READ COURSE RABBINIC JUD,LEC,,ex:Concordia_University
7456,30370,RELI,679,JUDAISM IN LATE ANTIQUITY,LEC,,ex:Concordia_University
7458,30378,RELI,685,TOPICS/MEDIEVAL JUDAISM,LEC,,ex:Concordia_University
7459,30381,RELI,686,MEDIEVAL JEWISH THOUGHT I,LEC,,ex:Concordia_University
7460,30385,RELI,688,TOPICS IN JEWISH STUDIES,LEC,,ex:Concordia_University
7461,30388,RELI,689,TOPICS/MEDIEVAL JUDAISM,LEC,,ex:Concordia_University
7465,30410,RELI,696,MODERN JEWISH THOUGHT III,LEC,,ex:Concordia_University
7466,30412,RELI,697,MODERN JEWISH HISTORY,LEC,,ex:Concordia_University
7468,30429,RELI,698,MODERN JEWISH HISTORY II,LEC,,ex:Concordia_University
7469,30441,RELI,699,TOPICS IN MODERN JUDAISM,LEC,,ex:Concordia_University
7470,30456,RELI,800,TOPICS IN JUDAIC STUDIES,LEC,,ex:Concordia_University
7472,30469,RELI,802,TOPICS IN JUDAIC STUDIES,LEC,,ex:Concordia_University
7473,30475,RELI,803,TOPICS IN JUDAIC STUDIES,LEC,,ex:Concordia_University
7474,30480,RELI,804,TOPICS IN JUDAIC STUDIES,LEC,,ex:Concordia_University
7475,30490,RELI,805,TOPICS IN JUDAIC STUDIES,LEC,,ex:Concordia_University
7476,30498,RELI,806,TOPICS IN JUDAIC STUDIES,LEC,,ex:Concordia_University
7477,30507,RELI,807,TOPICS IN JUDAIC STUDIES,LEC,,ex:Concordia_University
7478,30518,RELI,810,TOPICS IN JUDAIC STUDIES,LEC,,ex:Concordia_University
7479,30547,RELI,820,TOPICS IN COMPARATIVE ETHICS,LEC,,ex:Concordia_University
7482,30590,RELI,823,Topics in Religions and Cultures,LEC,,ex:Concordia_University
7484,30630,RELI,825,TOP/COMPAR RELIGION & ETHICS,LEC,,ex:Concordia_University
7485,30647,RELI,826,COMPARATIVE ETHICS,LEC,,ex:Concordia_University
7486,30655,RELI,827,TOP/COMPAR RELIGION & ETHICS,LEC,,ex:Concordia_University
7488,30679,RELI,829,TOP/COMPAR RELIGION & ETHICS,LEC,,ex:Concordia_University
7489,30683,RELI,830,TOP/COMPAR RELI & ETHICS,LEC,,ex:Concordia_University
7490,30692,RELI,831,TOPICS IN COMPARATIVE RELIGION AND ETHICS,LEC,,ex:Concordia_University
7491,30696,RELI,832,COMPARATIVE ETHICS,LEC,,ex:Concordia_University
7493,30710,RELI,834,COMPARATIVE ETHICS,LEC,,ex:Concordia_University
7495,30738,RELI,836,TOPICS IN COMPARATIVE ETHICS,LEC,,ex:Concordia_University
7496,30750,RELI,837,TOP/COMPAR RELIGION & ETHICS,LEC,,ex:Concordia_University
7497,30757,RELI,838,COMPARATIVE ETHICS,LEC,,ex:Concordia_University
7499,30773,RELI,860,DOCTORAL COMPREHENSIVE EXAM,LEC,,ex:Concordia_University
7500,30774,RELI,870,DOCTORAL THESIS,LEC,,ex:Concordia_University
7503,42403,RELI,601B,COMPREHENSIVE EXAMINATION,LEC,,ex:Concordia_University
7504,42408,RELI,603B,RESEARCH PAPER,LEC,,ex:Concordia_University
7505,42409,RELI,603C,RESEARCH PAPER,LEC,,ex:Concordia_University
7506,45742,RELI,298,SELECTED TOPICS IN RELIGION,LEC,,ex:Concordia_University
7507,47049,RELI,299,SELECTED TOPICS IN RELIGION,LEC,,ex:Concordia_University
7508,47050,RELI,398,Selected Topics in Religion,LEC,,ex:Concordia_University
7509,47051,RELI,399,SELECTED TOPICS IN RELIGION,LEC,,ex:Concordia_University
7510,47052,RELI,407,TOPICS IN JUDAIC STUDIES,LEC,,ex:Concordia_University
7511,47053,RELI,499,ADVANCED TOPICS IN RELIGION,LEC,,ex:Concordia_University
7512,47054,RELI,608,TOPICS IN HISTORY/RELIGIONS,LEC,,ex:Concordia_University
7514,47056,RELI,651,HEBREW BIBLE II,LEC,,ex:Concordia_University
7515,47057,RELI,652,TOP/HEBR BIBLE/ANC NEAR EAST,LEC,,ex:Concordia_University
7516,47058,RELI,808,TOPICS IN JUDAIC STUDIES,LEC,,ex:Concordia_University
7517,47059,RELI,809,COMPARATIVE ETHICS,LEC,,ex:Concordia_University
7518,47060,RELI,811,TOPICS IN JUDAIC STUDIES,LEC,,ex:Concordia_University
7519,47061,RELI,812,Topics in Judaic Studies,LEC,,ex:Concordia_University
7520,47062,RELI,813,TOPICS IN JUDAIC STUDIES,LEC,,ex:Concordia_University
7521,47063,RELI,816,READING COURSE,LEC,,ex:Concordia_University
7522,47064,RELI,817,TOPICS IN JUDAIC STUDIES,LEC,,ex:Concordia_University
7523,47065,RELI,818,Topics in Judaic Studies,LEC,,ex:Concordia_University
7524,47066,RELI,819,TOPICS IN JUDAIC STUDIES,LEC,,ex:Concordia_University
7529,47207,RELI,227,Introduction to Iranian Civilization,LEC,,ex:Concordia_University
7533,47819,RELI,405,"Food, Sex and Death in Judaism",LEC,,ex:Concordia_University
7535,48370,RELI,230,JUDAISM AND POPULAR CULTURE,LEC,,ex:Concordia_University
7536,48371,RELI,390,ANGELS AND DEMONS IN JUDAISM,LEC,,ex:Concordia_University
7537,48400,RELI,235,THE HOLOCAUST,LEC,,ex:Concordia_University
7546,49579,RELI,6012,Jewish Texts and Literature: Interpretation and Reception,LEC,,ex:Concordia_University
7547,49585,RELI,6005,Material and Popular Culture,LEC,,ex:Concordia_University
7548,49592,RELI,6015,Material and Popular Culture in Judaism,LEC,,ex:Concordia_University
7553,50013,RELI,6018,Topics in Judaic Studies,LEC,,ex:Concordia_University
7554,29764,RELZ,214,Religions of the West,LEC,,ex:Concordia_University
7555,29765,RELZ,215,Religions of Asia,LEC,,ex:Concordia_University
7556,29816,RELZ,312,Justice and Social Conflict in a Globalized World,LEC,,ex:Concordia_University
7557,47067,RELZ,298,Selected Topics in Religion,LEC,,ex:Concordia_University
7558,47068,SCEN,351,SPECIAL TOPICS - SCENOGRAPHY,LEC,,ex:Concordia_University
7559,47069,SCEN,498,SPEC TOPICS IN SCENOGRAPHY,LEC,,ex:Concordia_University
7561,47070,SCHA,298,SEL. INTERDISC. PROBLEMS,LEC,,ex:Concordia_University
7562,47071,SCHA,398,INTERMED.SPEC.TOPICS IN PHIL,LEC,,ex:Concordia_University
7563,47072,SCHA,498,ADV TOP/SCI & HUMAN AFFAIRS,LEC,,ex:Concordia_University
7564,31127,SCOL,270,"Historical, Philosophical, and Social Aspects of Science",LEC,,ex:Concordia_University
7566,31144,SCOL,351,CURRENT ISSUES IN PHYS SC II,LEC,,ex:Concordia_University
7567,31151,SCOL,360,Topics for Multidisciplinary Study,LEC,,ex:Concordia_University
7570,47073,SCOL,200,TOP:MULTIDISCIPLINARY STUDY,LEC,,ex:Concordia_University
7571,47074,SCOL,298,SEL TOPICS/SCIENTIFIC DISCIP,LEC,,ex:Concordia_University
7572,47075,SCOL,350,"Current Issues in Physical, Biological and Mathematical Sciences",LEC,,ex:Concordia_University
7573,47076,SCOL,353,CURR ISSUES MATH & SCIE. II,LEC,,ex:Concordia_University
7574,47077,SCOL,398,SELECTED TOPICS/MULTIDISCIPLINARY STUDIES IN SCIENCE,LEC,,ex:Concordia_University
7577,31210,SCOM,361,Management Science Models for Operations Management,LEC,,ex:Concordia_University
7578,31211,SCOM,363,Product Design and Business Process Re-Engineering,LEC,,ex:Concordia_University
7579,31212,SCOM,372,Supply Chain Planning and Control,LEC,,ex:Concordia_University
7580,31213,SCOM,374,Supply Chain Logistics,LEC,,ex:Concordia_University
7581,31214,SCOM,491,Supply Chain Risk Management,LEC,,ex:Concordia_University
7582,31215,SCOM,492,Supply Chain Simulation,LEC,,ex:Concordia_University
7583,31216,SCOM,498,Supply Chain Project,LEC,,ex:Concordia_University
7584,48079,SCOM,610,Supply Chain Management,LEC,,ex:Concordia_University
7585,50069,SCOM,695,SEMINAR IN SPECIAL TOPICS,LEC,,ex:Concordia_University
7589,13929,SCPA,205,"HISTORY OF CANADA, POST-CONFEDERATION",LEC,,ex:Concordia_University
7591,13936,SCPA,210,QUEBEC SINCE CONFEDERATION,LEC,,ex:Concordia_University
7592,27586,SCPA,204,INTRO TO CANADIAN POLITICS,LEC,,ex:Concordia_University
7594,27704,SCPA,339,(also listed as SCPA 339) Quebec Politics and Society/ La vie politique quebecoise,LEC,,ex:Concordia_University
7595,31217,SCPA,201,Introduction to Public Policy and the Public Interest,LEC,,ex:Concordia_University
7596,31218,SCPA,203,Community and Public Affairs in Quebec and Canada,LEC,,ex:Concordia_University
7600,31228,SCPA,352,Community and Local Activism,LEC,,ex:Concordia_University
7601,31230,SCPA,398,SPECIAL STUDIES:COM&PUB AFF,LEC,,ex:Concordia_University
7606,31237,SCPA,498,"Special Topics in Community, Public Affairs and Policy Studies",LEC,,ex:Concordia_University
7607,31252,SCPA,501,Introduction au developpement économique communautaire,LEC,,ex:Concordia_University
7608,31253,SCPA,502,Approches comparatives et modèles de DÉC,LEC,,ex:Concordia_University
7609,31254,SCPA,503,Compétences de base en DÉC,LEC,,ex:Concordia_University
7610,31255,SCPA,504,Organisation communautaire et DÉC,LEC,,ex:Concordia_University
7611,31256,SCPA,505,Développement d?entreprises sociales et entreprenariat social,LEC,,ex:Concordia_University
7612,31258,SCPA,508,Financing CED Initiatives I,LEC,,ex:Concordia_University
7613,31259,SCPA,509,Financing CED Initiatives I,LEC,,ex:Concordia_University
7614,31260,SCPA,510,Projet en DÉC Partie I,LEC,,ex:Concordia_University
7615,31261,SCPA,511,CED Field Project - Part II,LEC,,ex:Concordia_University
7616,31262,SCPA,515,LOGEMENT ET AMÉNAGEMENT DU TERRITOIRE DANS UNE PERSPECTIVE DE DÉC,LEC,,ex:Concordia_University
7617,31265,SCPA,529,DÉVELOPPEMENT INTER ET DÉC,LEC,,ex:Concordia_University
7618,31267,SCPA,536,Aboriginal CED: Part I,LEC,,ex:Concordia_University
7619,31269,SCPA,543,A - Z Open Sessions,LEC,,ex:Concordia_University
7622,47078,SCPA,298,SELECTED TOPICS:COM& PUB AFF,LEC,,ex:Concordia_University
7623,47079,SCPA,499,ADVANCED TOPICS - SCPA,LEC,,ex:Concordia_University
7624,48820,SCPA,212,Introduction to Global Migration:  Theories and Issues,LEC,,ex:Concordia_University
7625,48821,SCPA,315,Immigration in Quebec and Canada,LEC,,ex:Concordia_University
7626,48822,SCPA,481,Settlement and Integration,LEC,,ex:Concordia_University
7627,48823,SCPA,482,"Field Project in Immigration, Migration and Diversity",LEC,,ex:Concordia_University
7628,49278,SCPA,480,Public Affairs Communication,LEC,,ex:Concordia_University
7629,31221,SCPZ,215,Economics for Public Policy and Community Development,LEC,,ex:Concordia_University
7638,31309,SCUL,490,Advanced Studio Practice,LEC,,ex:Concordia_University
7645,47081,SCUL,399,SPECIAL TOPICS IN SCULPTURE,LEC,,ex:Concordia_University
7649,47082,SDEB,398,FELLOWS' SEMINAR I,LEC,,ex:Concordia_University
7653,42529,SOAN,850,COMPREHENSIVE EXAM I,LEC,,ex:Concordia_University
7654,42530,SOAN,860,COMPREHENSIVE EXAM II,LEC,,ex:Concordia_University
7655,42531,SOAN,870,THESIS PROPOSAL,LEC,,ex:Concordia_University
7656,42532,SOAN,890,THESIS,LEC,,ex:Concordia_University
7657,1008,SOCI,322,POPULAR CULTURE/MIDDLE EAST,LEC,,ex:Concordia_University
7658,1017,SOCI,363,LAW AND SOCIETY,LEC,,ex:Concordia_University
7659,1024,SOCI,379,Cross-Cultural Perspectives on Gender,LEC,,ex:Concordia_University
7660,1025,SOCI,380,CONTEMP. ISSUES HUMAN RIGHTS,LEC,,ex:Concordia_University
7662,1085,SOCI,472,Childhood and Youth,LEC,,ex:Concordia_University
7663,13985,SOCI,285,INTRO TO LAW & SOCIETY,LEC,,ex:Concordia_University
7666,31418,SOCI,212,Statistics I,LEC,,ex:Concordia_University
7667,31419,SOCI,213,Statistics II,LEC,,ex:Concordia_University
7668,31421,SOCI,221,Digital Culture,LEC,,ex:Concordia_University
7671,31423,SOCI,225,Sociology Through Film,LEC,,ex:Concordia_University
7673,31424,SOCI,230,Race and Ethnic Relations,LEC,,ex:Concordia_University
7674,31429,SOCI,244,Sociology of Leisure,LEC,,ex:Concordia_University
7675,31430,SOCI,250,Sociology of Culture,LEC,,ex:Concordia_University
7676,31432,SOCI,261,Social Problems,LEC,,ex:Concordia_University
7677,31433,SOCI,262,Social Deviance,LEC,,ex:Concordia_University
7678,31434,SOCI,263,Youth Crime and Deviance,LEC,,ex:Concordia_University
7679,31435,SOCI,264,Sociology of Sport,LEC,,ex:Concordia_University
7681,31436,SOCI,270,"Contemporary Issues in Economy, Society, and Biodiversity",LEC,,ex:Concordia_University
7682,31439,SOCI,275,Self and Society,LEC,,ex:Concordia_University
7683,31440,SOCI,276,GENDER AND SOCIETY,LEC,,ex:Concordia_University
7684,31441,SOCI,280,Debates and Challenges in contemporary Quebec Society / La Societe quebecoise:  defis et enjeux,LEC,,ex:Concordia_University
7685,31442,SOCI,282,Canadian Society,LEC,,ex:Concordia_University
7686,31450,SOCI,300,Classical Social Theory,LEC,,ex:Concordia_University
7688,31474,SOCI,310,Research Methods,LEC,,ex:Concordia_University
7689,31487,SOCI,319,Socio-Environmental Issues,LEC,,ex:Concordia_University
7690,31489,SOCI,323,ECONOMIC TRANSFORMATION IN CAPITALIST SOCIETY,LEC,,ex:Concordia_University
7691,31491,SOCI,325,Social Change,LEC,,ex:Concordia_University
7692,31492,SOCI,329,Sexual Labour and Society,LEC,,ex:Concordia_University
7693,31494,SOCI,331,Social Inequalities,LEC,,ex:Concordia_University
7694,31495,SOCI,333,Political Sociology,LEC,,ex:Concordia_University
7695,31496,SOCI,336,COLLECTIVE ACTION,LEC,,ex:Concordia_University
7696,31497,SOCI,338,Sociology of Religion,LEC,,ex:Concordia_University
7697,31499,SOCI,341,Sociology of the Media,LEC,,ex:Concordia_University
7699,31500,SOCI,342,Sociology of Occupations,LEC,,ex:Concordia_University
7701,31501,SOCI,343,Media Ethnographies,LEC,,ex:Concordia_University
7702,31504,SOCI,347,Sociology of Labour-Management Relations,LEC,,ex:Concordia_University
7704,31505,SOCI,349,YOUTH: ANTH & SOCI PERSPECTS,LEC,,ex:Concordia_University
7705,31510,SOCI,353,Questioning Community,LEC,,ex:Concordia_University
7706,31512,SOCI,355,Urban Regions,LEC,,ex:Concordia_University
7707,31514,SOCI,358,POPULATION CHALLENGES OF THE 21ST CENTURY,LEC,,ex:Concordia_University
7708,31516,SOCI,362,Introduction to Criminology,LEC,,ex:Concordia_University
7709,31520,SOCI,375,Social Construction of Sexualities,LEC,,ex:Concordia_University
7710,31521,SOCI,376,Socialization,LEC,,ex:Concordia_University
7711,31523,SOCI,378,THE FAMILY,LEC,,ex:Concordia_University
7712,31525,SOCI,381,ETHNIC COMMUNITIES IN CANADA,LEC,,ex:Concordia_University
7713,31564,SOCI,402,CONTEMPORARY SOCIOLOGICAL THEORY,LEC,,ex:Concordia_University
7714,31567,SOCI,403,Contemporary Cultural Theory,LEC,,ex:Concordia_University
7715,31569,SOCI,404,Sociology of Literature,LEC,,ex:Concordia_University
7717,31572,SOCI,405,Cultural Imperialsim,LEC,,ex:Concordia_University
7718,31574,SOCI,406,Sociology of Knowledge,LEC,,ex:Concordia_University
7720,31581,SOCI,410,Research Design and Analysis,LEC,,ex:Concordia_University
7721,31586,SOCI,415,Field Research,LEC,,ex:Concordia_University
7722,31591,SOCI,421,SOCIOLOGY OF EMOTIONS,LEC,,ex:Concordia_University
7723,31596,SOCI,424,APPLIED SOCIAL STATISTICS,LEC,,ex:Concordia_University
7724,31600,SOCI,428,CAPITALISM AND CRISIS,LEC,,ex:Concordia_University
7725,31605,SOCI,433,Theories of Identity,LEC,,ex:Concordia_University
7726,31606,SOCI,437,Social Movements,LEC,,ex:Concordia_University
7727,31607,SOCI,441,MATERIAL CULTURE,LEC,,ex:Concordia_University
7728,31611,SOCI,445,Sociology of Labour Movements,LEC,,ex:Concordia_University
7729,31615,SOCI,449,The Culture of Touch,LEC,,ex:Concordia_University
7730,31618,SOCI,451,"Citizenship, Eros and the City",LEC,,ex:Concordia_University
7731,31619,SOCI,460,SOCIOLOGY OF FEAR AND RISK,LEC,,ex:Concordia_University
7733,31623,SOCI,462,The New Imperialism,LEC,,ex:Concordia_University
7734,31624,SOCI,464,Advanced Studies in Law and Society,LEC,,ex:Concordia_University
7735,31626,SOCI,474,THE BODY SOCIAL,LEC,,ex:Concordia_University
7736,31627,SOCI,475,MEN AND MASCULINITIES,LEC,,ex:Concordia_University
7737,31628,SOCI,476,Contemporary Feminist Thought,LEC,,ex:Concordia_University
7738,31629,SOCI,480,TOP SEM IN QUEBEC SOCIETY,LEC,,ex:Concordia_University
7739,31634,SOCI,491,TOPICAL SEMINAR IN SOCI II,LEC,,ex:Concordia_University
7740,31636,SOCI,492,TOPICAL SEMINAR IN SOCIOLOGY,LEC,,ex:Concordia_University
7741,31637,SOCI,493,TOPICAL SEMINAR IN SOCIOLOGY,LEC,,ex:Concordia_University
7742,31638,SOCI,494,TOPICAL SEMINAR IN SOCI V,LEC,,ex:Concordia_University
7743,31693,SOCI,601,TOPICS IN ADVANCED THEORY,LEC,,ex:Concordia_University
7746,31702,SOCI,611,TOPICS-ADVANCED METHODOLOGY,LEC,,ex:Concordia_University
7750,31715,SOCI,627,SOCIAL MOVEMENTS/SOC. CHANGE,LEC,,ex:Concordia_University
7751,31720,SOCI,632,SOCIOLOGY OF THE FAMILY,LEC,,ex:Concordia_University
7754,31732,SOCI,644,SOCIOLOGY OF THE BODY,LEC,,ex:Concordia_University
7755,31734,SOCI,646,GLOBALIZATION,LEC,,ex:Concordia_University
7758,31738,SOCI,650,SPEC TOPIC IN SOCIOLOGY I,LEC,,ex:Concordia_University
7759,31753,SOCI,651,SPECIAL TOPICS IN SOCI II,LEC,,ex:Concordia_University
7760,31758,SOCI,652,SELF AND SUBJECTIVITY,LEC,,ex:Concordia_University
7763,31761,SOCI,690,THESIS PROPOSAL,LEC,,ex:Concordia_University
7764,31762,SOCI,691,THESIS,LEC,,ex:Concordia_University
7765,31763,SOCI,692,THESIS,LEC,,ex:Concordia_University
7766,31766,SOCI,695,ESSAY,LEC,,ex:Concordia_University
7767,31773,SOCI,722,ETHNIC RELATIONS,LEC,,ex:Concordia_University
7768,31785,SOCI,733,SOCIOLOGY OF KNOWLEDGE,LEC,,ex:Concordia_University
7769,31790,SOCI,736,INDUSTRIAL SOC/SOC MVMNTS,LEC,,ex:Concordia_University
7770,31793,SOCI,737,THEORIES OF DEVLOPMENT,LEC,,ex:Concordia_University
7771,31797,SOCI,739,SOCIAL PROBLEMS,LEC,,ex:Concordia_University
7772,31802,SOCI,750,SPECIAL TOPIC/SOCIOLOGY I,LEC,,ex:Concordia_University
7773,31814,SOCI,751,SPECIAL TOPICS IN SOCI II,LEC,,ex:Concordia_University
7774,42537,SOCI,303,Indigenous Resurgence,LEC,,ex:Concordia_University
7775,42540,SOCI,366,The History and Sociology of Genocide to 1945,LEC,,ex:Concordia_University
7776,42541,SOCI,367,The History and Sociology of Genocide from 1945 to the Present,LEC,,ex:Concordia_University
7777,42551,SOCI,496,TOPICAL SEMINAR IN SOCIOLOGY,LEC,,ex:Concordia_University
7778,46392,SOCI,277,"Contemporary Issues in Economy, Society, and Biodiversity",LEC,,ex:Concordia_University
7779,47083,SOCI,290,"HIV/AIDS: Cultural, Social and Scientific Aspects of the Pandemic",LEC,,ex:Concordia_University
7781,47084,SOCI,291,SELECTED TOPICS IN SOCI B,LEC,,ex:Concordia_University
7782,47085,SOCI,298,SELECTED TOPICS IN SOCIOLOGY,LEC,,ex:Concordia_University
7783,47086,SOCI,390,SELECTED TOPICS IN SOCIOLOGY,LEC,,ex:Concordia_University
7784,47087,SOCI,391,SELECTED TOPICS IN SOCI II,LEC,,ex:Concordia_University
7785,47088,SOCI,392,SELECTED TOPICS IN SOCIOLOGY,LEC,,ex:Concordia_University
7786,47089,SOCI,393,SELECTED TOPICS IN SOCI IV,LEC,,ex:Concordia_University
7787,47090,SOCI,396,SELECTED TOPICS IN SOCIOLOGY,LEC,,ex:Concordia_University
7788,47091,SOCI,397,SELECTED TOPICS IN SOCIOLOGY,LEC,,ex:Concordia_University
7789,47092,SOCI,398,Selected Topics in Sociology,LEC,,ex:Concordia_University
7790,47093,SOCI,399,SELECTED TOPICS IN SOCIOLOGY,LEC,,ex:Concordia_University
7792,47094,SOCI,414,SEL TOPICS IN RESEARCH METHS,LEC,,ex:Concordia_University
7793,47095,SOCI,490,TOPICAL SEMINAR IN SOCI I,LEC,,ex:Concordia_University
7794,47096,SOCI,498,ADVANCED TOPICS IN SOCIOLOGY & ANTHROPOLOGY,LEC,,ex:Concordia_University
7795,47097,SOCI,499,ADVANCED TOPICS IN SOCIOLOGY,LEC,,ex:Concordia_University
7796,47098,SOCI,560,TOPICAL SEMINAR IN SOCIOLOGY,LEC,,ex:Concordia_University
7797,47099,SOCI,562,TOP SEM CAP+UNDERDEVP AFR LA,LEC,,ex:Concordia_University
7798,47204,SOCI,321,"Sociology of Health, Illness and Medicine",LEC,,ex:Concordia_University
7800,47227,SOCI,384,Food and Sustainability,LEC,,ex:Concordia_University
7801,47244,SOCI,450,Social Economy and Sustainable Futures,LEC,,ex:Concordia_University
7805,47798,SOCI,428,CAPITALISM & CRISIS,LEC,,ex:Concordia_University
7806,47800,SOCI,252,Food and Culture,LEC,,ex:Concordia_University
7807,48301,SOCI,345,Movement and Travel,LEC,,ex:Concordia_University
7808,48302,SOCI,483,Nationalism and Racism,LEC,,ex:Concordia_University
7810,48773,SOCI,430,Development Debates,LEC,,ex:Concordia_University
7811,48832,SOCI,434,Sociology of Suicide,LEC,,ex:Concordia_University
7812,49184,SOCI,484,Surveillance Studies,LEC,,ex:Concordia_University
7813,49213,SOCI,453,Media Sociology and Journalism,LEC,,ex:Concordia_University
7814,31408,SOCZ,203,Introduction to Society,LEC,,ex:Concordia_University
7819,32001,SOEN,228,System Hardware,LEC,,ex:Concordia_University
7823,32004,SOEN,287,Web Programming,LEC,,ex:Concordia_University
7826,32005,SOEN,321,Information Systems Security,LEC,,ex:Concordia_University
7828,32006,SOEN,331,Introduction to Formal Methods for Software Engineering,LEC,,ex:Concordia_University
7830,32008,SOEN,341,Software Process,LEC,,ex:Concordia_University
7832,32009,SOEN,342,Software Requirements and Specifications,LEC,,ex:Concordia_University
7835,32010,SOEN,343,Software Architecture and Design I,LEC,,ex:Concordia_University
7837,32011,SOEN,344,Software Architecture and Design II,LEC,,ex:Concordia_University
7839,32012,SOEN,345,"Software Testing, Verification and Quality Assurance",LEC,,ex:Concordia_University
7841,32013,SOEN,357,User Interface Design,LEC,,ex:Concordia_University
7843,32015,SOEN,384,"Management, Measurement and Quality Control",LEC,,ex:Concordia_University
7845,32016,SOEN,385,Control Systems and Applications,LEC,,ex:Concordia_University
7847,32017,SOEN,387,Web-Based Enterprise Application Design,LEC,,ex:Concordia_University
7850,32018,SOEN,390,Software Engineering Team Design Project,LEC,,ex:Concordia_University
7853,32020,SOEN,422,Embedded Systems and Software,LEC,,ex:Concordia_University
7856,32021,SOEN,423,Distributed Systems,LEC,,ex:Concordia_University
7859,32026,SOEN,487,Web Services and Applications,LEC,,ex:Concordia_University
7862,32027,SOEN,490,Capstone Software Engineering Design Project,LEC,,ex:Concordia_University
7863,32029,SOEN,6011,Software Engineering Processes,LEC,,ex:Concordia_University
7865,32030,SOEN,6431,SOFT. COMP.& MAINTENANCE,LEC,,ex:Concordia_University
7867,32031,SOEN,6441,ADV. PROG. PRACTICES,LEC,,ex:Concordia_University
7868,32032,SOEN,6461,SOFTWARE DSGN METHODOLOGIES,LEC,,ex:Concordia_University
7869,32033,SOEN,6471,ADV D SOFTWARE ARCHITECTURES,LEC,,ex:Concordia_University
7870,32034,SOEN,6481,SYSTEMS REQMT. SPECIFICATION,LEC,,ex:Concordia_University
7871,32035,SOEN,6611,Software Measurement,LEC,,ex:Concordia_University
7872,32036,SOEN,6751,HUMAN COMPUTER INTERFACE DES,LEC,,ex:Concordia_University
7873,32038,SOEN,6841,SOFTWARE PROJECT MANAGEMENT,LEC,,ex:Concordia_University
7876,32044,SOEN,6951,SOFTWARE ENG.CASE STUDY,LEC,,ex:Concordia_University
