,Course ID,Subject,Catalog,Long Title,Component Code,Description
6523,26522,PHIL,255,Philosophy of Leisure,LEC,
6525,26523,PHIL,260,Presocratics and Plato,LEC,
6527,26524,PHIL,261,Aristotle and Hellenistic Philosophy,LEC,
6529,26525,PHIL,263,Introduction to Epistemology,LEC,
6531,26526,PHIL,265,Introduction to Metaphysics,LEC,
6532,26527,PHIL,266,Introduction to Philosophy of Religion,LEC,
6533,26531,PHIL,275,From Modern to Postmodern: Philosophical Thought and Cultural Critique,LEC,
6534,26532,PHIL,285,Non-Western Philosophy,LEC,
6535,26561,PHIL,318,Philosophy of Biology,LEC,
6536,26573,PHIL,324,Philosophy of Social Science,LEC,
6537,26574,PHIL,325,PHILOSOPHICAL PSYCHOLOGY,LEC,
6538,26580,PHIL,327,KINDS OF MINDS,LEC,
6539,26581,PHIL,328,Intermediate Philosophy of Science,LEC,
6540,26584,PHIL,330,Contemporary Ethical Theory,LEC,
6541,26592,PHIL,333,Philosophical Ideas in Literature,LEC,
6542,26602,PHIL,342,Political Philosophy,LEC,
6543,26605,PHIL,345,Legal Philosophy: Legal Rights and Duties,LEC,
6544,26612,PHIL,352,Philosophy of History,LEC,
6545,26621,PHIL,360,Early Modern Philosophy I: 17th Century,LEC,
6546,26624,PHIL,361,Early Modern Philosophy II: 18th Century,LEC,
6547,26629,PHIL,364,Intermediate Epistemology,LEC,
6548,26638,PHIL,371,Philosophy of Feminism,LEC,
6549,26643,PHIL,374,KANT & 19TH CENTURY PHILOSOPHY,LEC,
6550,26651,PHIL,377,20th-Century Continental Philosophy,LEC,
6551,26661,PHIL,385,Marxism,LEC,
6552,26663,PHIL,387,Existentialism,LEC,
6553,26663,PHIL,387,Existentialism,LEC,
6554,26664,PHIL,389,Epistemology and Ethics in the Digital Age,LEC,
6555,26708,PHIL,414,Advanced Topics in Logic,LEC,
6556,26710,PHIL,416,Philosophy of Language,LEC,
6557,26712,PHIL,420,Advanced Philosophy of Science,LEC,
6558,26722,PHIL,430,Advanced Studies in Ethics,LEC,
6559,26729,PHIL,440,Advanced Political Philosophy,LEC,
6560,26732,PHIL,441,Philosophical Foundations of Biology,LEC,
6561,26741,PHIL,463,Honours Seminar in Epistemology,LEC,
6562,26742,PHIL,465,Honours Seminar in Metaphysics,LEC,
6563,26749,PHIL,471,Advanced Topics in Feminist Theory,LEC,
6564,26752,PHIL,472,Advanced Topics in Phenomenology,LEC,
6565,26756,PHIL,473,Advanced Topics in Continental Philosophy,LEC,
6566,26756,PHIL,473,Advanced Topics in Continental Philosophy,LEC,
6567,26757,PHIL,474,Current Research Topics in Continental Philosophy,LEC,
6568,26757,PHIL,474,Current Research Topics in Continental Philosophy,LEC,
6569,26759,PHIL,480,Plato,LEC,
6570,26760,PHIL,481,Aristotle,LEC,
6571,26761,PHIL,483,Advanced Topics in the History of Philosophy,LEC,
6572,26762,PHIL,485,Kant,LEC,
6573,26763,PHIL,486,HEGEL,LEC,
6574,26764,PHIL,487,Origins of Analytic Philosophy,LEC,
6575,26765,PHIL,488,Contemporary Analytic Philosophy,LEC,
6576,26766,PHIL,489,Phenomenology,LEC,
6577,26767,PHIL,490,Advanced Continental Philosophy,LEC,
6578,26774,PHIL,495,SPECIAL TOPICS IN PHILOSOPHY,LEC,
6579,26775,PHIL,496,Tutorial in Philosophy,LEC,
6580,26802,PHIL,497,TUTORIAL IN PHILOSOPHY,LEC,
6582,26863,PHIL,530,BIOTECHNOLOGY,LEC,
6583,26865,PHIL,602,ADVANCED TOPICS IN PHIL,LEC,
6584,26868,PHIL,606,TOPICS IN HISTORY OF PHIL,LEC,
6585,26869,PHIL,607,Kant,LEC,
6586,26870,PHIL,609,SEL. TOPICS/HISTORY OF PHIL,LEC,
6587,26874,PHIL,621,Value Theory,LEC,
6588,26875,PHIL,623,Issues in Ethical Theory,LEC,
6589,26882,PHIL,629,ETHIC/POLI PHIL/VALUE THEORY,LEC,
6590,26883,PHIL,630,ADVANCED TOPICS IN PHIL,LEC,
6591,26884,PHIL,633,SEL. TOPICS IN VALUE THEORY,LEC,
6592,26885,PHIL,634,Selected Topics in Epistemology,LEC,
6593,26888,PHIL,640,TOPICS IN METAPHYSICS,LEC,
6594,26890,PHIL,643,Selected Topics in Metaphysics,LEC,
6595,26892,PHIL,650,ADVANCED TOPICS IN PHIL,LEC,
6596,26896,PHIL,651,PHILOSOPHY OF LANGUAGE,LEC,
6597,26897,PHIL,655,PHIL OF THE SOCIAL SCIENCES,LEC,
6598,26901,PHIL,662,ADVANCED TOPICS IN PHIL,LEC,
6599,26903,PHIL,663,WITTGENSTEIN,LEC,
6600,26906,PHIL,666,STUDIES/ANALYTIC PHILOSOPHY,LEC,
6601,26908,PHIL,668,ADVANCED TOPICS IN PHIL,LEC,
6602,26915,PHIL,672,TUTORIAL,LEC,
6604,26944,PHIL,676,ADVANCED TOPICS IN PHIL,LEC,
6605,26946,PHIL,678,TOPICS IN CURRENT RESEARCH,LEC,
6606,26950,PHIL,680,CORE SEMINAR,LEC,
6607,37988,PHIL,658,Selected Topics in Continental Philosophy,LEC,
6608,42132,PHIL,612,Ancient Philosophy,LEC,
6609,42133,PHIL,615,19TH CENTURY PHILOSOPHY,LEC,
6610,42134,PHIL,617,Origins of Analytic Philosophy,LEC,
6611,42138,PHIL,626,POLITICAL PHILOSOPHY,LEC,
6612,42153,PHIL,644,PHILOSOPHY OF SCIENCE,LEC,
6613,42154,PHIL,646,PHILOSOPHY OF LANGUAGE,LEC,
6614,42156,PHIL,649,Phenomenology,LEC,
6615,42177,PHIL,693,RESEARCH PAPER,LEC,
6617,46967,PHIL,291,INTRO TO SPEC TOPICS IN PHIL,LEC,
6618,46968,PHIL,292,INTRO TO SPEC TOPICS IN PHIL,LEC,
6619,46969,PHIL,298,INTRO TOPICS IN PHIL,LEC,
6620,46970,PHIL,299,INTRODUCTORY TOPICS IN PHIL.,LEC,
6621,46971,PHIL,398,INTERMEDIATE SPECIAL TOPICS,LEC,
6622,46972,PHIL,399,INTERMED SPEC TOPICS IN PHIL,LEC,
6623,46973,PHIL,493,SPEC TOPICS IN PHILOSOPHY,LEC,
6624,46974,PHIL,498,ADVANCED TOPICS IN PHIL,LEC,
6625,46975,PHIL,499,ADVANCED TOPICS IN PHIL,LEC,
6626,47279,PHIL,616,Selected Topics in the History and Philosophy of Science,LEC,
6627,47330,PHIL,315,Intermediate Logic:  Themes and Problems,LEC,
6628,48452,PHIL,652,SELECTED TOPICS IN LOGIC,LEC,
6629,48776,PHIL,316,Intermediate Logic,LEC,
6630,48777,PHIL,317,Inductive and Abductive Logic,LEC,
6631,48779,PHIL,482,Advanced Topics in Ancient Philosophy,LEC,
6632,48845,PHIL,641,Philosophical Foundations of Biology,LEC,
6633,48847,PHIL,656,Selected Topics in Analytic Philosophy,LEC,
6634,49239,PHIL,631,Theories of Justice,LEC,
6635,49240,PHIL,614,Modern Philosophy,LEC,
6636,49262,PHIL,475,Contemporary Issues in Analytic Philosophy,LEC,
6637,49581,PHIL,281,Philosophy in the Islamic World,LEC,
6638,49582,PHIL,380,Chinese Philosophy: From Han to the 19th Century,LEC,
6639,49584,PHIL,659,"Selected Topics in Metaphysics, Epistemology, or Philosophy of Science",LEC,
6640,50066,PHIL,280,Classical Chinese Philisophy,LEC,
6641,50067,PHIL,372,Philosophy of Race,LEC,
6642,26488,PHIZ,210,Critical Thinking,LEC,
6643,26511,PHIZ,235,Biomedical Ethics,LEC,
6644,46976,PHIZ,298,INTRO TOPICS IN PHILOSOPHY,LEC,
6665,46978,PHOT,399,SPECIAL TOPICS IN PHOT,LEC,
6666,46979,PHOT,461,SPECIAL TOPICS-PHOTOGRAPHY I,LEC,
6667,46980,PHOT,462,SPECIAL TOPIC-PHOTOGRAPHY II,LEC,
6668,46981,PHOT,498,SPECIAL TOPICS IN PHOTO,LEC,
6669,46982,PHOT,499,SPECIAL TOPICS IN PHOTO	,LEC,
6670,27198,PHYS,200,From Particles to Galaxies,LEC,
6671,27198,PHYS,200,From Particles to Galaxies,LEC,
6672,27204,PHYS,204,Mechanics,LEC,
6673,27205,PHYS,205,Electricity and Magnetism,LEC,
6674,27207,PHYS,206,Waves and Modern Physics,LEC,
6678,27220,PHYS,232,Methods of Theoretical Physics I,LEC,
6680,27223,PHYS,236,Numerical Analysis in Physics,LEC,
6682,27226,PHYS,244,CLASSICAL MECHANICS II,LEC,
6683,27228,PHYS,245,Classical Mechanics,LEC,
6685,27229,PHYS,252,Optics,LEC,
6687,27230,PHYS,253,Electricity and Magnetism I,LEC,
6689,27232,PHYS,260,Introductory Biophysics,LEC,
6691,27233,PHYS,273,Energy and Environment,LEC,
6696,27266,PHYS,334,Thermodynamics,LEC,
6698,27267,PHYS,335,Methods of Theoretical Physics II,LEC,
6700,27270,PHYS,345,Advanced Classical Mechanics,LEC,
6701,27279,PHYS,354,Electricity and Magnetism II,LEC,
6703,27280,PHYS,355,ELECTRONICS,LEC,
6704,27285,PHYS,367,Modern Physics and Relativity,LEC,
6706,27286,PHYS,370,Nonlinear Dynamics/Chaos/Fractals,LEC,
6707,27286,PHYS,370,Nonlinear Dynamics/Chaos/Fractals,LEC,
6708,27287,PHYS,377,Quantum Mechanics I,LEC,
6710,27296,PHYS,392,SELECTED TOPICS IN PHYSICS,LEC,
6712,27329,PHYS,435,Statistical Physics,LEC,
6713,27331,PHYS,436,METHODS OF THEO PHYSICS III,LEC,
6714,27333,PHYS,440,COMP.METHODS&SIMULATIONS,LEC,
6716,27342,PHYS,461,Membrane Biophysics,LEC,
6717,27346,PHYS,468,Condensed Matter and Nanophysics,LEC,
6718,27350,PHYS,478,Quantum Mechanics II,LEC,
6721,27384,PHYS,601,ADVANCED QUANTUM MECHANICS I,LEC,
6722,27385,PHYS,602,ADV QUANTUM MECHANICS II,LEC,
6723,27402,PHYS,635,SEL TOP/SOLID STATE PHYSICS,LEC,
6724,27406,PHYS,636,CONDENSED MATTER PHYSICS I,LEC,
6725,27407,PHYS,637,CONDENSED MATTER PHYSICS II,LEC,
6726,27409,PHYS,644,ADV CLASSICAL MECH/RELATIV Y,LEC,
6727,27421,PHYS,663,QUANTITATIVE HUMAN SYSTEMS PHYSIOLOGY,LEC,
6728,27429,PHYS,679,SELECTED TOP IN APPLIED PHYS,LEC,
6730,27440,PHYS,850,DOCTORAL RESEARCH & THESIS,LEC,
6731,27442,PHYS,855,COMPREHENSIVE EXAMINATION,LEC,
6734,37999,PHYS,649,SEL TOPICS  IN THEO PHYS,LEC,
6736,42204,PHYS,642,STATISTICAL PHYSICS,LEC,
6737,42206,PHYS,752,MASTER S RESEARCH AND THESIS,LEC,
6738,42207,PHYS,761,DEPT SEM FOR M. SC. STUDENTS,LEC,
6740,42209,PHYS,790A,THESIS,LEC,
6741,42210,PHYS,870,COMPREHEN E EXAM/RSRCH PROPO,LEC,
6742,46983,PHYS,298,Selected Topics in Physics,LEC,
6743,46984,PHYS,324,SELECTED TOPICS IN PHYSICS,LEC,
6744,46985,PHYS,325,SELECTED TOPICS IN PHYSICS,LEC,
6745,46986,PHYS,398,SELECTED TOPICS IN PHYSICS,LEC,
6746,46987,PHYS,399,SELECTED TOPICS IN PHYSICS,LEC,
6747,46988,PHYS,498,ADVANCED TOPICS IN PHYSICS,LEC,
6748,46989,PHYS,499,ADVANCED TOPICS IN PHYSICS,LEC,
6749,46990,PHYS,618,TOPICS:QUANTUM+PARTICLE PHYS,LEC,
6750,46991,PHYS,619,SEL TOP/ELEMENTARY PART PHYS,LEC,
6751,47814,PHYS,284,Introduction to Astronomy,LEC,
6752,48349,PHYS,460,Chemical Aspects of Biophysics,LEC,
6753,48350,PHYS,462,Bioenergetics,LEC,
6754,48351,PHYS,459,Solid State Physics,LEC,
6755,48372,PHYS,660,CHEMICAL ASPECTS OF BIOPHYSICS,LEC,
6756,48373,PHYS,443,QUANTITATIVE HUMAN SYSTEMS PHYSIOLOGY,LEC,
6757,48374,PHYS,445,PRINCIPLES OF MEDICAL IMAGING,LEC,
6758,48375,PHYS,665,PRINCIPLES OF MEDICAL IMAGING,LEC,
6761,49631,PHYS,609,Selected Topics in Quantum or High Energy Physics,LEC,
6762,50068,PLTH,501,Play Therapy 1 Introduction to Play Therapy,LEC,
6763,50070,PLTH,502,Play Therapy 2 Cognitive Behavioural Child-Centered Play Therapy,LEC,
6764,50071,PLTH,503,Play Therapy 3 Child-Centered Group Play Therapy,LEC,
6765,50072,PLTH,504,Play Therapy 4 Relational Play Therapy and Filial Play Therapy,LEC,
6766,50073,PLTH,505,Play Therapy 5 Neurobiology and Attachment in Play Therapy,LEC,
6767,13985,POLI,285,INTRO TO LAW & SOCIETY,LEC,
6768,27584,POLI,202,Introduction to Political Science,LEC,
6769,27585,POLI,203,Introduction to Comparative Politics,LEC,
6770,27586,POLI,204,INTRO TO CANADIAN POLITICS,LEC,
6771,27587,POLI,205,Introduction to International Relations,LEC,
6772,27588,POLI,206,Introduction to Western Political Theory,LEC,
6773,27589,POLI,207,Introduction to Political Science Research,LEC,
6775,27590,POLI,208,Global Environmental Issues and Ecological Justice,LEC,
6776,27590,POLI,208,Global Environmental Issues and Ecological Justice,LEC,
6777,27591,POLI,209,Public Security and Terrorism,LEC,
6778,27591,POLI,209,Public Security and Terrorism,LEC,
6779,27598,POLI,212,Politics and Economy,LEC,
6780,27600,POLI,214,Human Rights: An Overview,LEC,
6781,27600,POLI,214,Human Rights: An Overview,LEC,
6782,27601,POLI,215,Global Politics,LEC,
6783,27601,POLI,215,Global Politics,LEC,
6784,27602,POLI,216,Introduction to the United Nations,LEC,
6785,27602,POLI,216,Introduction to the United Nations,LEC,
6786,27603,POLI,217,Comparing Democracies,LEC,
6787,27603,POLI,217,Comparing Democracies,LEC,
6788,27604,POLI,219,Governance and Organized Crime,LEC,
6789,27604,POLI,219,Governance and Organized Crime,LEC,
6790,27649,POLI,300,Not-for-Profit Organizations and the Law,LEC,
6791,27653,POLI,301,Social Movements and Protest Politics,LEC,
6792,27654,POLI,302,Causes of War,LEC,
6793,27654,POLI,302,Causes of War,LEC,
6794,27655,POLI,303,Chinese Security Politics,LEC,
6795,27656,POLI,304,Theories of Foreign Policy Making,LEC,
6796,27657,POLI,305,International Political Economy,LEC,
6797,27658,POLI,306,Classical Political Thought,LEC,
6798,27659,POLI,307,The U.S. Presidency,LEC,
6799,27661,POLI,309,Women and Politics in Canada,LEC,
6800,27662,POLI,310,Politics of the U.S.,LEC,
6801,27665,POLI,311,International Public Law,LEC,
6802,27667,POLI,312,Special Topics in International Politics,LEC,
6803,27669,POLI,313,Special Topics in Comparative Politics,LEC,
6804,27673,POLI,314,SPE TOP/CDN & QUE POLITICS,LEC,
6805,27675,POLI,315,International Organizations,LEC,
6806,27676,POLI,316,Special Topics in Public Policy and Administration,LEC,
6807,27677,POLI,317,Special Topics in Political Theory,LEC,
6808,27680,POLI,318,Introduction to Strategic Studies,LEC,
6809,27681,POLI,319,European Politics and Government,LEC,
6810,27682,POLI,320,Development of Western Legal Systems,LEC,
6811,27685,POLI,321,Canadian and Quebec Law,LEC,
6812,27687,POLI,322,ISRAELI POLITICAL SYSTEM,LEC,
6813,27689,POLI,324,PARLIAMENT AND THE CHARTER,LEC,
6814,27690,POLI,325,Administrative Law,LEC,
6815,27692,POLI,327,Comparative Democratization,LEC,
6816,27693,POLI,328,Public Policy and the Politics of Equality,LEC,
6818,27694,POLI,329,American Foreign Policy,LEC,
6819,27695,POLI,330,Principles of Public Administration,LEC,
6820,27696,POLI,331,COMPARATIVE PARTY SYSTEMS,LEC,
6821,27697,POLI,332,Theories of International Relations,LEC,
6822,27698,POLI,333,Politics of Russia,LEC,
6823,27699,POLI,334,Political Participation in Canada,LEC,
6824,27700,POLI,335,Politics of the People's Republic of China,LEC,
6825,27704,POLI,339,(also listed as SCPA 339) Quebec Politics and Society/ La vie politique quebecoise,LEC,
6826,27704,POLI,339,(also listed as SCPA 339) Quebec Politics and Society/ La vie politique quebecoise,LEC,
6827,27705,POLI,340,Canadian Political Culture,LEC,
6828,27708,POLI,341,Provincial and Territorial Politics,LEC,
6829,27708,POLI,341,Provincial and Territorial Politics,LEC,
6830,27712,POLI,345,Contemporary Political Philosophy,LEC,
6831,27715,POLI,349,Political and Social Theory and the City,LEC,
6832,27716,POLI,350,Canadian and Quebec Law,LEC,
6833,27717,POLI,351,Canadian Federalism,LEC,
6834,27720,POLI,352,COMPARATIVE URBAN POLITICS AND GOVERNMENT,LEC,
6835,27721,POLI,353,Principles of Public Policy,LEC,
6836,27723,POLI,356,Canadian Political Parties,LEC,
6837,27730,POLI,361,Advocacy Groups and Public Policy,LEC,
6838,27733,POLI,362,Policy Analysis and Program Evaluation,LEC,
6839,27734,POLI,363,ISSUES IN CDN PUBLIC POLICY,LEC,
6840,27736,POLI,364,"Hellenistic, Roman, Medieval Political Philosophy",LEC,
6841,27737,POLI,365,Canadian Public Administration,LEC,
6842,27738,POLI,366,Politics of Africa,LEC,
6843,27740,POLI,368,"Media, Technology and Politics",LEC,
6844,27742,POLI,371,Early Modern Political Philosophy,LEC,
6845,27745,POLI,373,Late Modern Political Philosophy,LEC,
6846,27748,POLI,375,"NATIONALISM:ORIGINS, OPERATION, & SIGNIFICANCE",LEC,
6847,27749,POLI,376,Politics of Northern Ireland,LEC,
6848,27752,POLI,379,Politics of Latin America,LEC,
6849,27757,POLI,384,Principles of Political Theory,LEC,
6850,27759,POLI,386,Contemporary Liberalism and Its Critics,LEC,
6851,27760,POLI,388,Human Rights and International Justice,LEC,
6852,27761,POLI,389,Religion and Politics,LEC,
6853,27761,POLI,389,Religion and Politics,LEC,
6854,27764,POLI,391,Middle East & Global Conflict,LEC,
6855,27767,POLI,392,SURVEY & RESEARCH DESIGN,LEC,
6856,27768,POLI,393,Quantitative Research Methods,LEC,
6857,27770,POLI,394,Globalization and Sustainable Development,LEC,
6858,27771,POLI,395,Politics of the Middle East,LEC,
6912,27944,POLI,487Z,Advanced Topic in Comparative Politics : Intergovernmental Relations in Selected Federal States,LEC,
6914,27966,POLI,489H,ADV. SEMINAR/PUBLIC POLICY: DEMOCR GOV'T & PUB POL 2014,LEC,
6916,27989,POLI,491,Directed Studies in Political Science,LEC,
6917,27993,POLI,495,Honours Thesis,LEC,
6924,28096,POLI,606,COMPARATIVE PUB POLI PROB I,LEC,
6930,28108,POLI,617,SPEC TOPICS IN PUBLIC POLICY,LEC,
6935,28132,POLI,626,SEMINAR IN COMPARATIVE POL,LEC,
6937,28133,POLI,627,SPEC TOPICS:PUBLIC ADMIN.,LEC,
6944,28150,POLI,635,THEORIES OF PUB POLICY+ADMIN,LEC,
6958,28290,POLI,695,DIRECTED STUDIES,LEC,
6968,42290,POLI,885,COMPREHENSIVE EXAM,LEC,
6969,42291,POLI,886,COMPREHENSIVE EXAM,LEC,
6973,46992,POLI,298,SELECTED TOPICS IN POLI SCI:,LEC,
6974,46993,POLI,299,SEL TOPICS/POLITICAL SCIENCE,LEC,
6975,46994,POLI,398,SELECTED TOPICS/POLI SC,LEC,
6976,46995,POLI,399,SELECTED TOPICS IN POLI SC,LEC,
6979,46998,POLI,498,ADV/SEM IN CANADIAN POLI,LEC,
6980,46999,POLI,499,ADVANCED PUBLIC POLICY,LEC,
6981,47000,POLI,510,ADVAN TOPICS IN POLI SCIENCE,LEC,
6986,47005,POLI,689,SPEC TOP-POLI ECON & PUB.POL,LEC,
6987,47006,POLI,694,THESIS PROPOSAL,LEC,
6991,47010,POLI,814,SPECIAL TOPICS IN POL THEORY,LEC,
6993,47012,POLI,898,DIRECTED STUDIES,LEC,
7001,27584,POLZ,202,Introduction to Political Science,LEC,
7026,47017,PRIN,499,SPECIAL TOPICS - PRINTMAKING,LEC,
7048,47018,PROD,298,SPECIAL TOPICS IN PROD,LEC,
7049,47019,PROD,299,SPECIAL TOPICS IN PROD,LEC,
7054,28706,PROJ,691,STUDIO PROJECT,LEC,
7055,28707,PROJ,692,EXHIBITION OR FILM PROJECT,LEC,
7062,28726,PSYC,200,Introductory Psychology,LEC,
7063,28730,PSYC,201,SELECT TOPICS-GENERAL PSYC,LEC,
7064,28743,PSYC,221,Foundations of Personality,LEC,
7065,28744,PSYC,222,SELECT TOP IN SOCIAL PSYC A,LEC,
7066,28745,PSYC,223,Motivation and Emotion in Daily Life,LEC,
7067,28746,PSYC,225,SEL TOP IN INDIVID DIFFER B,LEC,
7068,28747,PSYC,230,Womb to Tomb: Psychological Transitions Across the Life Span,LEC,
7069,28748,PSYC,231,SEL TOP IN LEARN&MOTIVA B,LEC,
7070,28749,PSYC,233,Adolescence,LEC,
7071,28750,PSYC,235,WHEN GOOD KIDS GO BAD,LEC,
7072,28751,PSYC,240,Foundations of Psychopathology,LEC,
7073,28752,PSYC,241,"Stress, Health, and Coping",LEC,
7074,28753,PSYC,242,Psychology and the Law,LEC,
7075,28753,PSYC,242,Psychology and the Law,LEC,
7076,28753,PSYC,242,Psychology and the Law,LEC,
7077,28754,PSYC,243,Learning Disabilities,LEC,
7078,28754,PSYC,243,Learning Disabilities,LEC,
7079,28756,PSYC,250,Drugs and Behaviour,LEC,
7080,28756,PSYC,250,Drugs and Behaviour,LEC,
7081,28759,PSYC,255,BRAIN AND BEHAVIOUR,LEC,
7082,28809,PSYC,305,History and Systems,LEC,
7084,28820,PSYC,310,Research Methods and Designs I,LEC,
7086,28822,PSYC,311,Research Methods and Designs II,LEC,
7088,28827,PSYC,315,Statistical Analysis I,LEC,
7090,28830,PSYC,316,Statistical Analysis II,LEC,
7091,28835,PSYC,321,Fundamentals of Personality,LEC,
7092,28842,PSYC,325,Fundamentals of Social Psychology,LEC,
7093,28849,PSYC,333,Fundamentals of Lifespan Development,LEC,
7094,28854,PSYC,340,Fundamentals of Psychopathology,LEC,
7095,28855,PSYC,341,Fundamentals of Health Psychology,LEC,
7096,28856,PSYC,342,Forensic Psychology,LEC,
7097,28865,PSYC,351,Fundamentals of Learning,LEC,
7098,28868,PSYC,354,Evolutionary Foundations of Psychology,LEC,
7099,28869,PSYC,355,Fundamentals of Behavioural Neurobiology,LEC,
7100,28876,PSYC,363,Fundamentals of Sensation and Perception,LEC,
7101,28877,PSYC,364,Fundamentals of Cognition,LEC,
7102,28885,PSYC,372,Personnel Psychology,LEC,
7103,28885,PSYC,372,Personnel Psychology,LEC,
7104,28887,PSYC,374,Organizational Psychology,LEC,
7105,28887,PSYC,374,Organizational Psychology,LEC,
7106,28888,PSYC,375,DIR STUD RESEARCH ON SEL TOP,LEC,
7107,28888,PSYC,375,DIR STUD RESEARCH ON SEL TOP,LEC,
7110,28958,PSYC,420,The Self in Social Context,LEC,
7111,28958,PSYC,420,The Self in Social Context,LEC,
7112,28962,PSYC,423,Emotion,LEC,
7113,28962,PSYC,423,Emotion,LEC,
7114,28963,PSYC,424,Cultural Psychology,LEC,
7115,28964,PSYC,425,"CULTURE, DEVELOP & THE SELF",LEC,
7116,28964,PSYC,425,"CULTURE, DEVELOP & THE SELF",LEC,
7117,28965,PSYC,426,Psychometrics and Individual Differences,LEC,
7118,28966,PSYC,427,Current Issues in Personality,LEC,
7119,28967,PSYC,428,Social and Cultural Advanced Issues,LEC,
7120,28971,PSYC,431,Infancy,LEC,
7121,28972,PSYC,432,Childhood Development,LEC,
7122,28972,PSYC,432,Childhood Development,LEC,
7123,28973,PSYC,433,Adolescent Development,LEC,
7124,28974,PSYC,434,Aging,LEC,
7125,28975,PSYC,435,Developmental Psychopathology,LEC,
7126,28978,PSYC,438,DEVELOPMENTAL ADVANCED ISSUE,LEC,
7127,28981,PSYC,440,"Psychopathology: Mood, Anxiety, and Personality Disorders",LEC,
7128,28982,PSYC,441,Psychopathology: Schizophrenia and Neurocognitive Disorders,LEC,
7129,28983,PSYC,442,Psychopathology: Behaviour Regulation Disorders,LEC,
7130,28984,PSYC,443,Psychological Intervention Models,LEC,
7131,28985,PSYC,444,Hypnosis and Dissociation,LEC,
7132,28986,PSYC,445,Human Neuropsychology,LEC,
7133,28987,PSYC,446,Stress,LEC,
7134,28988,PSYC,447,Current Issues in Health Psychology,LEC,
7135,28989,PSYC,448,CLIN ADV ISSUES,LEC,
7136,28993,PSYC,450,Neurobiology of Drug Abuse and Addiction,LEC,
7137,28994,PSYC,451,Neurobiology of Learning and Memory,LEC,
7138,28995,PSYC,452,NEUROBIOLOGY OF SENSATION AND PERCEPTION,LEC,
7139,28996,PSYC,453,Neurobiology of Motivated Behaviour,LEC,
7140,28997,PSYC,454,Hormones and Behaviour,LEC,
7141,28998,PSYC,455,Neuropharmacology,LEC,
7142,28999,PSYC,456,FUNCTIONAL NEUROANATOMY,LEC,
7143,29000,PSYC,457,Foundations of Animal Behaviour,LEC,
7144,29001,PSYC,460,Vision,LEC,
7145,29003,PSYC,462,Memory and Attention,LEC,
7146,29004,PSYC,463,CONCEPTS AND CATEGORIES,LEC,
7147,29005,PSYC,465,Language,LEC,
7148,29005,PSYC,465,Language,LEC,
7149,29006,PSYC,466,Cognitive Development,LEC,
7150,29007,PSYC,467,Learning,LEC,
7151,29007,PSYC,467,Learning,LEC,
7164,29028,PSYC,601,STAT ANALYSIS + EXPER DESIGN,LEC,
7165,29030,PSYC,603,SPECIAL TOPIC SEMINAR,LEC,
7166,29056,PSYC,604,SPECIAL TOPIC SEMINAR,LEC,
7168,29117,PSYC,700,PSYCHOPATHOLOGY,LEC,
7169,29118,PSYC,701,MODELS OF ASSESSMENT I,LEC,
7170,29119,PSYC,702,MODELS OF ASSESSMENT II,LEC,
7177,29124,PSYC,706A,ASSESSMENT PRACTICUM I,LEC,
7181,29126,PSYC,707A,ASSESSMENT PRACTICUM II,LEC,
7191,29136,PSYC,714,CENTRAL TOPICS IN PSYCHOLOGY,LEC,
7195,29201,PSYC,734,MULTIVARIATE STATISTICS,LEC,
7198,29207,PSYC,803,SPECIAL TOPIC SEMINAR,LEC,
7199,29225,PSYC,804,SPECIAL TOPIC SEMINAR,LEC,
7200,29243,PSYC,805,SPECIAL TOPIC SEMINAR,LEC,
7201,29268,PSYC,806,SPECIAL TOPIC SEMINAR,LEC,
7218,29348,PSYC,844,CLIN HLTH RSRCH AREA SEM II,LEC,
7220,29351,PSYC,845,COGNITIVE SCIENCE SEMINAR II,LEC,
7227,29363,PSYC,850A,PRACTICUM-EXPERIMENTAL TECH,LEC,
7228,29364,PSYC,850B,PRACTICUM-EXPERIMENTAL TECH,LEC,
7229,29368,PSYC,851,TEACHING LAB TECHNIQUES,LEC,
7232,42334,PSYC,492,SPEC SEM:SELECT TOPICS -PSYC,LEC,
7233,42344,PSYC,716,ADVANCED HUMAN DEVELOPMENT,LEC,
7234,42368,PSYC,850C,PRACT IN EXPERIMENTAL TECHN,LEC,
7239,44212,PSYC,885A,PREDOCTORAL INTERNSHIP,LEC,
7240,45730,PSYC,468,Cognitive Science Advanced Issues,LEC,
7241,47024,PSYC,220,SELECT TOP IN DEVELOP PSYC A,LEC,
7242,47025,PSYC,224,SEL TOP IN INDIVID DIFFER A,LEC,
7243,47026,PSYC,226,SELECT TOPICS-PERSONALITY A,LEC,
7244,47027,PSYC,227,SELECT TOPICS-PERSONALITY B,LEC,
7245,47028,PSYC,228,SEL TOP-APPLICATION:PSYC A,LEC,
7246,47029,PSYC,229,SEL TOP-APPLICATION:PSYC B,LEC,
7247,47030,PSYC,232,SEL TOP-SENSE&PERCEPT PROC A,LEC,
7248,47031,PSYC,234,SEL TOP-COGNITIVE PROCESS A,LEC,
7249,47032,PSYC,236,SEL TOP-PHYSIOLOGICAL PSYC A,LEC,
7250,47033,PSYC,237,SEL TOP-PHYSIOLOGICAL PSYC B,LEC,
7251,47034,PSYC,297,SELECTED TOPICS IN PSYC,LEC,
7252,47035,PSYC,298,SELECTED TOPICS IN PSYC,LEC,
